Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
40.47,35,73889.99,236.87,Robust uniform framework,Wrightburgh,0,Myanmar,05-01-2016 20:58,0
60.72,28,39799.73,217.37,Inverse local hub,Reyesfurt,0,Croatia,04-05-2016 12:06,0
80.55,29,66504.16,153.76,Vision-oriented bifurcated contingency,Carterland,0,Uganda,01-01-2016 15:14,1
59.05,50,43974.49,123.13,Function-based context-sensitive secured line,Gilbertville,0,Malawi,20-03-2016 08:22,1
81.75,33,73941.91,162.03,Stand-alone well-modulated product,East Carlos,0,Indonesia,17-06-2016 20:18,0
40.01,44,57846.68,241.03,Future-proofed fresh-thinking conglomeration,Brianfurt,0,Bulgaria,20-02-2016 00:06,1
81.22,41,57846.68,187.76,Robust uniform framework,Pamelamouth,0,Western Sahara,13-07-2016 21:31,0
66.79,53,57877.15,111.94,Business-focused transitional solution,New Tinamouth,1,Bolivia,08-05-2016 10:25,1
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
73.21,31,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Singapore,21-06-2016 14:32,0
36.56,29,69646.35,191.82,Programmable uniform website,South Jaimeview,1,Australia,14-02-2016 10:06,1
54.47,35,73889.99,226.54,Realigned content-based leverage,Amyfurt,1,Bolivia,03-01-2016 23:21,0
47.64,52,33951.63,186.37,Virtual 5thgeneration neural-net,Penatown,1,Cuba,19-07-2016 08:32,1
80.51,48,70053.27,212.38,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
71.03,28,71222.4,139.01,Phased hybrid superstructure,East Tiffanyport,0,Ireland,14-01-2016 14:00,1
42.04,37,53058.91,139.32,Devolved human-resource circuit,South Patrickfort,0,Netherlands,29-02-2016 19:26,0
80.71,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Christmas Island,09-01-2016 03:45,0
65.65,32,55424.24,172.83,Focused upward-trending core,Lisafort,1,Latvia,28-04-2016 22:54,0
59.51,40,62669.59,122.59,Balanced dynamic application,Holderville,0,Greece,23-03-2016 06:00,1
44.4,32,55424.24,219.94,Focused upward-trending core,Kristinfurt,0,Bahamas,31-03-2016 20:55,0
74.54,31,58443.99,156.54,Balanced empowering success,New Michael,1,Croatia,16-02-2016 09:11,0
55.6,54,58677.69,254.65,Exclusive systematic algorithm,Williamsside,0,France,26-02-2016 19:48,1
56.34,32,31265.75,178.92,Business-focused transitional solution,Sabrinaview,1,Ghana,25-06-2016 17:33,0
70.29,24,52252.91,182.2,Multi-lateral multi-state encryption,West Ricardo,0,Algeria,20-07-2016 23:08,1
41.73,23,52723.34,204.22,Managed impactful definition,Port Robin,1,Anguilla,13-06-2016 22:41,0
46.61,34,43974.49,196.77,Team-oriented dynamic forecast,Deannaville,0,Micronesia,04-04-2016 07:07,1
60.53,42,46422.76,238.58,Innovative interactive portal,Hubbardmouth,0,Gabon,06-04-2016 11:24,1
47.74,33,68094.85,215.18,Customizable tangible hierarchy,Novaktown,1,Vanuatu,02-03-2016 04:02,0
46.61,40,48335.2,139.02,Distributed leadingedge orchestration,Ramirezton,0,Uganda,04-04-2016 07:07,1
54.88,50,53922.43,121.28,Fully-configurable neutral open system,Jacobstad,0,Bangladesh,04-04-2016 18:36,1
81.75,33,39616,196.77,Synchronized multi-tasking ability,Novaktown,1,Vanuatu,24-03-2016 06:36,0
62.26,29,72203.96,216.49,Front-line dynamic model,West Shannon,0,Burundi,15-03-2016 17:33,0
86.63,23,58151.87,217.37,Inverse local hub,Reyesfurt,0,Croatia,20-03-2016 02:44,0
55.6,54,38609.2,182.2,Virtual scalable secured line,West James,0,South Africa,31-03-2016 20:55,0
59.59,34,59785.94,160.03,Function-based incremental standardization,New Tinamouth,0,Brunei Darussalam,27-04-2016 04:28,1
64.75,27,38067.08,190.17,Monitored dynamic instruction set,North Randy,0,Fiji,08-05-2016 22:24,1
65.77,26,55121.65,131.68,Front-line zero-defect array,East Kevinbury,0,American Samoa,30-05-2016 18:08,1
83.71,38,57868.44,170.13,Virtual bandwidth-monitored initiative,Stewartbury,0,Lao People's Democratic Republic,19-05-2016 14:30,1
66.18,34,20592.99,160.03,Cloned explicit middleware,Hawkinsbury,0,Brunei Darussalam,27-02-2016 08:52,0
47.64,29,69718.19,120.06,Universal empowering adapter,Williamsport,0,Uganda,27-01-2016 18:25,1
51.24,36,54755.71,195.07,Total cohesive moratorium,Williamport,1,Moldova,09-02-2016 07:21,1
39.76,49,40763.13,168.34,Cloned explicit middleware,New Tinamouth,1,Australia,05-04-2016 18:02,1
85.35,41,57846.68,144.77,Synergistic reciprocal attitude,Michaelmouth,1,Turkey,31-05-2016 23:42,1
43.49,37,23936.86,181.02,Polarized analyzing concept,East Tammie,0,Moldova,10-02-2016 19:20,1
69.62,34,20592.99,168.34,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
65.59,37,59448.44,173.43,Customer-focused multi-tasking Internet solution,New Brandy,1,Moldova,22-06-2016 07:33,1
89.05,41,50628.31,109.07,Devolved regional moderator,East Maureen,1,Turkey,31-05-2016 23:42,1
75.55,24,52252.91,182.2,Decentralized real-time circuit,Lisafort,0,Algeria,31-01-2016 05:12,0
43.49,37,67132.46,181.02,Vision-oriented attitude-oriented Internet solution,East Tammie,0,Belgium,10-02-2016 19:20,1
88.12,26,51463.17,259.76,Synergized intangible open system,Lauraburgh,0,Cameroon,05-01-2016 20:58,0
52.68,32,55424.24,172.83,Focused upward-trending core,Lisafort,0,Chile,31-03-2016 20:55,0
46.61,55,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,30-03-2016 23:40,1
46.61,48,57868.44,156.97,Cross-platform 4thgeneration focus group,Hubbardmouth,1,Northern Mariana Islands,30-05-2016 20:07,1
55.71,31,56180.93,207.17,Balanced empowering success,Robertbury,0,Hong Kong,19-03-2016 14:23,0
84.88,29,72203.96,216.49,Front-line dynamic model,Johnstad,1,Israel,16-01-2016 16:40,0
43.49,37,50960.08,195.69,Devolved human-resource circuit,Lake Michelle,1,Australia,04-04-2016 20:01,0
84.73,26,56782.18,241.8,Face-to-face even-keeled website,Shelbyport,0,Bangladesh,17-07-2016 14:26,1
55.6,35,73889.99,236.87,Robust uniform framework,Wrightburgh,0,Niger,11-06-2016 06:47,0
51.87,49,43450.11,195.69,Managed client-server access,Penatown,1,Australia,04-04-2016 20:01,1
88.12,26,51463.17,194.62,Face-to-face even-keeled website,East Kevinbury,0,Albania,15-04-2016 15:07,1
69.88,34,34191.23,168.34,Cloned explicit middleware,Millerbury,1,Australia,05-04-2016 18:02,1
60.23,43,32635.7,163.48,Focused coherent success,Wilcoxport,1,Turkey,03-04-2016 21:13,1
76.2,33,39616,228.76,Expanded radical software,Edwardmouth,1,Vanuatu,18-04-2016 15:54,0
78.7,51,74535.94,188.56,Vision-oriented real-time framework,West David,0,Malta,14-01-2016 08:27,1
51.24,36,32549.95,109.07,Decentralized attitude-oriented interface,East Ericport,1,Belize,26-05-2016 13:43,1
50.08,46,54952.42,231.95,Proactive actuating Graphical User Interface,Taylorhaven,1,Vanuatu,06-02-2016 17:48,1
42.04,37,23936.86,173.43,Managed client-server access,Lake James,1,Tuvalu,05-01-2016 16:26,0
89.05,51,74535.94,188.56,Vision-oriented real-time framework,Hernandezside,0,Bahamas,12-05-2016 21:32,1
88.12,49,64564.07,187.76,Face-to-face even-keeled website,West Lisa,0,Bahamas,15-04-2016 15:07,1
54.88,50,68787.09,122.31,Devolved zero administration intranet,Jacobstad,0,Northern Mariana Islands,09-05-2016 21:54,1
62.42,29,69646.35,191.82,Managed client-server access,West Shannon,1,Burkina Faso,12-06-2016 21:21,0
82.79,35,25603.93,140.95,Total cohesive moratorium,Hansenmouth,1,Tonga,12-05-2016 12:11,1
81.58,38,51920.49,120.63,Function-based optimizing protocol,West Richard,0,Bulgaria,12-01-2016 03:28,0
55.92,34,59785.94,160.03,Cloned explicit middleware,Petersonfurt,0,Namibia,11-03-2016 00:05,0
66.79,40,41232.89,195.69,Managed client-server access,South Walter,1,Portugal,11-02-2016 16:45,1
81.75,34,59785.94,160.03,Function-based incremental standardization,Hawkinsbury,0,Brunei Darussalam,11-03-2016 00:05,0
34.66,23,55121.65,158.35,Phased clear-thinking encoding,Hubbardmouth,0,Czech Republic,19-05-2016 14:30,1
60.23,50,73538.09,163.48,Focused coherent success,Wilcoxport,1,Turkey,03-04-2016 21:13,1
66.18,41,57846.68,126.39,Face-to-face even-keeled website,West Lisa,0,El Salvador,05-01-2016 17:56,1
40.04,34,60283.98,168.34,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,27-04-2016 04:28,1
80.15,26,59457.52,235.29,Optional regional throughput,Melissastad,1,Senegal,15-02-2016 12:25,0
43.49,27,42993.48,109.29,Front-line dynamic model,Henryland,1,Libyan Arab Jamahiriya,08-07-2016 03:47,0
80.3,40,69718.19,153.76,Multi-lateral multi-state encryption,Port Raymondfort,0,Finland,08-01-2016 08:08,0
65.19,24,52252.91,167.22,Phased zero-defect portal,West Ricardo,0,Poland,12-01-2016 21:17,1
55.6,39,35253.98,177.55,Phased zero-defect portal,Garciaside,0,Algeria,03-01-2016 16:01,1
88.12,49,64564.07,187.76,Reactive composite project,Michaelmouth,1,Sao Tome and Principe,24-06-2016 08:42,1
68.88,42,60514.05,238.58,Innovative interactive portal,Hubbardmouth,0,Czech Republic,06-04-2016 11:24,1
46.61,50,57868.44,123.13,Realigned intermediate application,New Travistown,0,Bangladesh,21-04-2016 09:30,1
81.32,23,61617.98,172.81,Managed disintermediate capability,Hubbardmouth,1,United States Virgin Islands,15-02-2016 16:52,1
59.59,34,34191.23,160.03,Function-based incremental standardization,New Tinamouth,0,Turkmenistan,27-02-2016 08:52,0
83.66,44,50723.67,156.48,Focused multi-state workforce,Lake Jennifer,0,Myanmar,17-02-2016 07:05,0
82.07,48,62784.85,123.13,Integrated coherent pricing structure,Burgessside,0,Norway,15-01-2016 22:49,1
80.3,19,47708.42,195.69,Managed client-server access,Penatown,1,Australia,04-04-2016 20:01,1
81.75,33,39616,204.02,Synchronized multi-tasking ability,New Taylorburgh,1,Vanuatu,02-03-2016 04:02,0
60.53,38,50723.67,154.75,Synergized clear-thinking protocol,East Michele,0,Lao People's Democratic Republic,06-04-2016 11:24,0
66.08,52,64021.55,229.12,Self-enabling local strategy,Youngfort,0,Belgium,04-04-2016 08:19,1
81.98,50,59243.46,143.13,Robust logistical utilization,Stewartbury,1,Micronesia,19-05-2016 14:30,1
60.53,22,59422.47,239.94,Up-sized bi-directional infrastructure,Joshuamouth,0,Madagascar,11-03-2016 00:05,0
37,30,57877.15,122.59,Realigned content-based leverage,Reyesfurt,1,Bolivia,08-05-2016 10:25,0
65.77,34,40183.75,160.03,Cloned explicit middleware,New Tinamouth,1,Norfolk Island,27-02-2016 08:52,1
38.37,32,55424.24,182.2,Up-sized 6thgeneration moratorium,Port Christina,0,Fiji,09-06-2016 21:43,1
88.12,26,53336.76,259.76,Focused multi-state workforce,East Carlos,0,Angola,15-05-2016 13:18,0
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,0,Algeria,24-05-2016 13:30,1
54.39,22,65773.49,136.21,Customizable modular Internet solution,Jeffreyburgh,0,Turks and Caicos Islands,19-02-2016 20:49,0
66.08,33,39616,196.77,Synchronized multi-tasking ability,Silvaton,0,Bahamas,12-05-2016 21:32,1
56.34,40,62669.59,136.18,Synergized coherent interface,Williamsport,1,Honduras,09-05-2016 10:21,1
79.15,40,60372.64,109.29,Business-focused transitional solution,Amyfurt,1,Bolivia,18-03-2016 13:00,0
47.64,52,33951.63,186.37,Self-enabling local strategy,Penatown,0,Cuba,25-02-2016 16:33,1
59.51,40,69718.19,167.22,Total 5thgeneration standardization,Hernandezside,0,Cambodia,29-06-2016 10:50,0
46.61,45,66574,174.88,Secured 24hour policy,Wintersfort,0,Taiwan,05-03-2016 12:03,1
73.72,36,32549.95,115.26,Decentralized attitude-oriented interface,North Maryland,1,Belize,13-04-2016 07:07,1
51.87,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
47.48,29,69646.35,216.49,Front-line dynamic model,Johnstad,1,Argentina,14-01-2016 00:23,0
82.07,22,63363.04,133.2,Customizable modular Internet solution,Combsstad,1,Cote d'Ivoire,03-07-2016 04:11,0
82.07,22,67058.72,121.07,Centralized content-based focus group,Combsstad,0,Austria,03-07-2016 04:11,0
46.61,41,48335.2,126.39,Reduced background data-warehouse,West Lisa,0,El Salvador,19-03-2016 14:57,1
83.97,41,50628.31,158.42,Synergistic reciprocal attitude,Michaelmouth,0,Turkey,31-05-2016 23:42,1
56.39,29,69646.35,191.82,Programmable uniform website,Garciaview,1,Australia,09-02-2016 05:28,0
71.84,39,48335.2,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,08-05-2016 22:24,1
61.22,45,59886.58,110.66,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,05-03-2016 12:03,1
41.73,28,52011,207.17,Inverse local hub,Garnerberg,0,Gabon,21-06-2016 14:32,0
74.07,39,48335.2,124.44,Customer-focused incremental system engine,Westshire,0,Lao People's Democratic Republic,08-05-2016 22:24,1
41.73,31,46179.97,133.17,Stand-alone radical throughput,Micheletown,1,Czech Republic,25-06-2016 17:33,1
51.3,22,73882.91,121.07,Customizable modular Internet solution,Combsstad,0,United States of America,03-07-2016 04:11,0
59.51,40,62669.59,212.3,Cross-platform logistical pricing structure,South Walter,0,Bahamas,21-07-2016 10:54,1
75.03,34,43974.49,151.95,Team-oriented transitional methodology,West Barbara,0,Samoa,19-07-2016 12:05,1
65.59,39,63649.04,161.16,Cloned object-oriented benchmark,New Brandy,1,Moldova,31-05-2016 09:06,1
49.21,45,54324.73,174.88,Secured 24hour policy,East Breannafurt,0,Tonga,15-04-2016 15:07,1
44.72,38,48098.86,122.04,Exclusive multi-state Internet solution,Tracyhaven,1,Isle of Man,01-06-2016 03:44,0
40.47,35,43881.73,236.87,Diverse executive groupware,Port Cassie,0,Mayotte,18-07-2016 01:36,1
40.04,34,34191.23,168.34,Cloned explicit middleware,West Brandonton,0,Bahamas,10-02-2016 15:23,1
39.36,42,55121.65,172.1,Automated mobile model,Robertbury,1,Hong Kong,12-05-2016 04:35,0
49.21,30,42415.72,140.46,De-engineered attitude-oriented projection,Reyesfurt,0,Qatar,13-04-2016 13:04,0
86.06,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,09-06-2016 21:43,0
81.98,50,52736.33,123.13,Function-based context-sensitive secured line,Burgessside,1,Turkey,20-03-2016 08:22,1
79.81,34,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,0,Samoa,11-03-2016 00:05,1
73.72,39,37334.78,119.2,Total cohesive moratorium,Karenmouth,0,French Southern Territories,18-03-2016 13:22,1
40.04,34,59785.94,160.03,Ameliorated exuding encryption,Jamesville,0,Brunei Darussalam,11-03-2016 00:05,0
76.76,27,63879.72,190.17,Configurable tertiary capability,North Randy,0,United Arab Emirates,21-04-2016 16:10,1
51.24,36,59240.24,222.25,Intuitive exuding service-desk,Garciatown,0,Qatar,26-02-2016 19:48,0
51.87,37,23936.86,195.89,Robust uniform framework,Kyleborough,1,China,26-01-2016 02:47,1
55.6,36,59240.24,251.08,Operative stable moderator,Destinyfurt,1,Senegal,20-06-2016 08:22,0
44.78,43,32635.7,198.45,Focused coherent success,Wilcoxport,1,Turkey,03-04-2016 21:13,1
35.49,39,48335.2,124.44,Intuitive exuding service-desk,New Brandy,0,Costa Rica,24-04-2016 13:46,0
38.37,36,76003.47,141.52,Decentralized attitude-oriented interface,Port Cassie,0,Mauritius,03-01-2016 16:01,0
58.95,40,72203.96,244.91,Front-line dynamic model,Whiteport,1,Somalia,17-01-2016 18:45,0
73.19,19,73941.91,219.69,Synchronized multi-tasking ability,Johnsontown,0,Saudi Arabia,10-04-2016 19:48,0
88.04,26,64828,131.68,Optional secondary access,Port Jodi,0,Singapore,01-02-2016 14:37,0
54.7,33,65227.79,120.75,Persevering eco-centric flexibility,Novaktown,1,Luxembourg,17-06-2016 20:18,0
88.12,26,53336.76,131.68,Extended systemic policy,East Kevinbury,1,Senegal,08-01-2016 19:38,0
56.3,30,58677.69,184.88,Synchronized systemic hierarchy,South Adamhaven,0,Guinea,03-05-2016 01:09,0
72.23,30,74535.94,140.46,De-engineered attitude-oriented projection,North Laurenview,0,Qatar,16-07-2016 23:08,0
84.98,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Latvia,09-01-2016 03:45,0
42.6,31,58235.21,207.17,Sharable reciprocal project,Port Calvintown,1,Maldives,08-02-2016 14:02,0
56.34,40,66574,218.61,Upgradable optimizing toolset,Williamport,1,Saint Lucia,11-02-2016 16:45,1
66.08,33,39616,120.75,Synchronized multi-tasking ability,Novaktown,1,United States of America,18-04-2016 15:54,0
61.22,25,72203.96,240.09,Intuitive radical forecast,Harrishaven,1,Ghana,07-04-2016 15:18,0
68.88,23,25739.09,222.87,Managed disintermediate capability,Hubbardmouth,0,China,27-04-2016 04:28,1
56.3,37,62772.42,109.29,Realigned global initiative,Lake James,1,Cyprus,18-01-2016 02:51,0
51.24,36,62589.84,124.44,Digitized static capability,North Randy,1,American Samoa,29-05-2016 18:12,1
82.07,48,62784.85,123.13,Integrated coherent pricing structure,Burgessside,0,Tonga,15-01-2016 22:49,1
43.49,28,71222.4,217.37,Inverse local hub,Reyesfurt,0,Zambia,26-02-2016 01:18,0
71.28,36,32549.95,221.98,Decentralized attitude-oriented interface,Jessicastad,1,Belize,12-03-2016 07:18,1
64.75,39,61601.05,222.25,Intuitive exuding service-desk,Garciatown,0,Niger,26-02-2016 19:48,0
40.47,35,25603.93,236.87,Optional multi-state hardware,Port Cassie,0,Albania,29-06-2016 02:48,1
43.49,37,39031.89,161.16,Total directional approach,Westshire,1,Liechtenstein,20-06-2016 14:20,1
55.6,39,56180.93,207.17,Optional full-range projection,West Angelabury,1,French Polynesia,08-04-2016 22:40,0
39.96,45,59610.81,138.71,Reverse-engineered well-modulated capability,Combsstad,1,Switzerland,05-03-2016 12:03,0
75.71,44,51119.93,163.48,Fully-configurable neutral open system,North Kimberly,1,Northern Mariana Islands,03-04-2016 21:13,1
55.6,35,42993.48,221.18,Total cohesive moratorium,Wrightburgh,1,Myanmar,07-04-2016 15:18,0
40.04,23,25739.09,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,0,China,14-01-2016 14:00,1
66.08,46,58966.22,231.95,Proactive actuating Graphical User Interface,Richardsonshire,1,Australia,12-01-2016 10:07,1
79.81,22,56683.32,184.94,Customizable modular Internet solution,Combsstad,1,Eritrea,29-01-2016 07:14,0
52.68,32,70505.06,172.83,Focused upward-trending core,Lisafort,0,Chile,28-04-2016 22:54,0
41.73,28,71222.4,217.37,Intuitive exuding service-desk,Hernandezfort,0,Czech Republic,04-05-2016 12:06,0
55.6,35,56113.37,236.87,Advanced modular Local Area Network,Wrightburgh,0,Myanmar,19-06-2016 22:08,0
78.7,33,56782.18,205.38,Compatible composite project,Silvaton,0,Greece,12-05-2016 21:32,1
51.24,24,59144.02,152.94,Reverse-engineered context-sensitive emulation,North Regina,0,Algeria,01-05-2016 23:21,1
59.51,30,40182.84,174.88,Total 5thgeneration standardization,New Travistown,0,Guinea,21-07-2016 10:54,1
65.07,41,64828,234.26,Optimized upward-trending productivity,New Tina,1,Zambia,28-02-2016 23:54,1
59.51,40,53441.69,140.15,Networked responsive application,New Travistown,0,Uruguay,27-06-2016 21:51,1
39.96,26,56694.12,190.17,Reverse-engineered context-sensitive emulation,Shelbyport,0,Albania,23-01-2016 13:14,1
51.87,37,42650.32,195.69,Managed client-server access,Browntown,1,Turkey,05-01-2016 16:26,0
80.3,52,33951.63,229.12,Polarized clear-thinking budgetary management,Taylorhaven,1,Switzerland,16-06-2016 02:01,1
89.15,51,74535.94,118.27,Fully-configurable context-sensitive Graphic Interface,West Chloeborough,1,Vanuatu,31-01-2016 05:12,0
78.84,36,50628.31,115.26,Reverse-engineered well-modulated capability,Port Cassie,1,Mayotte,18-03-2016 13:22,0
68.88,41,55121.65,236.87,Re-contextualized systemic time-frame,Amandahaven,0,Bahamas,08-02-2016 07:33,1
